# Generated from Wikidata person and family-name labels for selected scholarly occupations.
# name\tkind\tWikidata entity
Doron Cohen (manager)	label	Q6583152
Doron Gazit	label	Q96863181
Doron Goldfarb	label	Q107327270
Doron Kliger	label	Q16255956
Doron Puder	label	Q102430997
Doron Rotem	label	Q102244092
Doron S. Lubinsky	label	Q95308533
Doron Shaked	label	Q102313061
Doron Swade	label	Q5298190
Doron Zeilberger	label	Q909202
Doronin	family	Q88324076
Doroodian	family	Q6402556
Doros	family	Q122945498
Doros Antoniou	label	Q29473193
Dorosiewicz	family	Q116052318
Dorosz	family	Q9151892
Doroszewicz	family	Q115785489
Doroszewski	family	Q4167051
Dorota Appenzeller	label	Q115928147
Dorota Bienias	label	Q135298735
Dorota Blachowska	label	Q102347460
Dorota Bors	label	Q87662592
Dorota Buczynska	label	Q62673068
Dorota Budzik	label	Q102271566
Dorota Czykier-Wierzba	label	Q113996973
Dorota Dabrowska	label	Q43812288
Dorota Dobija	label	Q9210161
Dorota Dębowska-Nilsson	label	Q124048154
Dorota Ewa Gabor	label	Q102365237
Dorota Golańska	label	Q130487546
Dorota Ilczuk	label	Q56329016
Dorota Janina Blinkiewicz	label	Q102768282
Dorota Juszczak	label	Q102364852
Dorota Kamińska	label	Q103833614
Dorota Korenik	label	Q138649639
Dorota Kotlorz	label	Q117325223
Dorota Kuchta	label	Q111311218
Dorota Kurowicka	label	Q102349016
Dorota Leszczyńska-Jasion	label	Q122854595
Dorota Maja Kowalska	label	Q102415358
Dorota Mokrosinska	label	Q112498529
Dorota Niedziółka	label	Q130501374
Dorota Nowacka	label	Q118495479
Dorota Nowak	label	Q27908238
Dorota Podedworna-Tarnowska	label	Q17349287
Dorota Podsiadła	label	Q138536664
Dorota Rogowska	label	Q102372925
Dorota Rybicka	label	Q114840856
Dorota Sajewska	label	Q112505522
Dorota Simpson	label	Q117087145
Dorota Siwicka	label	Q112385858
Dorota Witkowska	label	Q130739546
Dorota Węziak-Białowolska	label	Q58304343
Dorota Zimnoch	label	Q97371330
Doroteja Vodnik Pegam	label	Q19937718
Doroteo Alimari	label	Q41559490
Dorothea Alewell	label	Q1246154
Dorothea Annie Hoffert	label	Q107292092
Dorothea Ariette Pronk	label	Q102254996
Dorothea Bahns	label	Q102308493
Dorothea Beale	label	Q5298233
Dorothea Bleek	label	Q1246165
Dorothea Blostein	label	Q30321593
Dorothea Brüggemann	label	Q38321649
Dorothea Crittenden	label	Q114107720
Dorothea Dauer	label	Q95706270
Dorothea Debus	label	Q116189316
Dorothea Greiling	label	Q112513962
Dorothea Koert	label	Q102109409
Dorothea Krainer	label	Q130795089
Dorothea Kübler	label	Q21258466
Dorothea Maria Baumeister	label	Q102441161
Dorothea Moock	label	Q94775584
Dorothea Orem	label	Q435188
Dorothea Peter	label	Q95684668
Dorothea Rüland	label	Q1246263
Dorothea Scheunemann	label	Q59440707
Dorothea Schneider	label	Q95660876
Dorothea Schäfer	label	Q102343260
Dorothea Starke	label	Q18684350
Dorothea Uhle	label	Q112518374
Dorothea von Rodde-Schlözer	label	Q75106
Dorothea von Solms-Lich	label	Q21415761
Dorothea Wagner	label	Q16477
Dorothea Werneck	label	Q8770412
Dorothee Brovelli	label	Q130798854
Dorothee Eylert	label	Q130811850
Dorothee Haroske	label	Q21258507
Dorothee Knees	label	Q102428820
Dorothee Master	label	Q1250223
Dorothee Rodenhäuser	label	Q113842142
Dorothee Schaile	label	Q91265492
Dorothee Wilms	label	Q272658
Dorothy A. Leonard	label	Q110629565
Dorothy Adkins	label	Q19282000
Dorothy Blum	label	Q23806463
Dorothy Bollman	label	Q95646096
Dorothy Durfee Montgomery Johnson	label	Q42721509
Dorothy E. Denning	label	Q11542
Dorothy Edgington	label	Q5298401
Dorothy Emmet	label	Q1250294
Dorothy Geneva Styles	label	Q109011207
Dorothy Goodwin	label	Q23612968
Dorothy Grover	label	Q102383135
Dorothy Hall	label	Q108471259
Dorothy Hansine Andersen	label	Q469231
Dorothy Hodgkin	label	Q7487
Dorothy Hollingsworth	label	Q18576057
Dorothy Jacobsen Hodges	label	Q102367453
Dorothy Jones	label	Q23540810
Dorothy Lewis Bernstein	label	Q5298509
Dorothy M. Gilford	label	Q43303614
Dorothy Maharam	label	Q3710456
Dorothy Maud Wrinch	label	Q662543
Dorothy McClendon	label	Q27058272
Dorothy McEwen Kildall	label	Q5813626
Dorothy McFadden Hoover	label	Q61829253
Dorothy Ng'ambi Tembo	label	Q82339653
Dorothy Nickerson	label	Q5298568
Dorothy Oorschot	label	Q86101838
Dorothy P. Rice	label	Q28870749
Dorothy Pickles	label	Q18527812
Dorothy Reed Mendenhall	label	Q274827
Dorothy Robson	label	Q109805293
Dorothy Shaffer	label	Q94115031
Dorothy Stahl Brady	label	Q4096246
Dorothy Stein	label	Q67356589
Dorothy Sue Cobble	label	Q21062271
Dorothy Swaine Thomas	label	Q1250349
Dorothy Vaughan	label	Q22915129
Dorothy W. Douglas	label	Q94134161
Dorothy Walcott Weeks	label	Q18708337
Dorothy Wallace	label	Q66584185
Dorothy Wedderburn	label	Q5298675
Dorothy Zinberg	label	Q30068262
Dorothée Boccanfuso	label	Q1250372
Dorothée Huchon	label	Q28334671
Dorothée Normand-Cyrot	label	Q97899874
Dorothée Rouzet	label	Q102554935
Dorow	family	Q130772881
Dorr	family	Q102971151
Dorra Bourguiba	label	Q102348480
Dorris J. Hutchison	label	Q109228496
Dorrit Posel	label	Q58283307
Dorsa Sadigh	label	Q97099813
Dorsch	family	Q100348055
Dorschel	family	Q496864
Dorsey	family	Q21664372
Dorst	family	Q102319334
Dorte Nørgaard Madsen	label	Q135920872
Dorte Olesen	label	Q16063650
Dorte Verner	label	Q70543306
Dorthe Jørgensen	label	Q17610837
Doru C. Lupascu	label	Q27908873
Doru Constantin	label	Q102440119
Doru Michael Stefanescu	label	Q112450310
Dorug-ool Aldyn-oolovich Monguša	label	Q56314710
Dorval	family	Q115245354
Doré	family	Q2852521
Dos Passos	family	Q64851786
dos Reis	family	Q16940739
Dos Santos	family	Q102406166
Dosch	family	Q102177615
Dose	family	Q19336916
Dosi	family	Q5563834
Dositej Obradović	label	Q347659
Dositheus	label	Q3714438
Dosithée de Saint-Alexis	label	Q21634446
Dosman	family	Q57585590
Doss	family	Q102219652
Dosse	family	Q55771873
Dossou	family	Q102246170
Dost	family	Q133739619
Dostal	family	Q101196547
Dostaler	family	Q3106200
Dostoevsky	family	Q991
Dostál	family	Q112412488
Dostálová	family	Q25963393
Dotan	family	Q114764530
Dotcom	family	Q60543
Dothan	family	Q12410614
Dotkuś	family	Q117009897
Dotsenko	family	Q102304833
Dotseth	family	Q102128312
Dottarelli	family	Q61666769
Dotterweich	family	Q94874193
Dotto	family	Q102408574
Dottori	family	Q105023431
Doty	family	Q85934846
Dou	family	Q111496855
Dou Yi	label	Q85882984
Douady	family	Q16193084
Douai	family	Q124038301
Douaren	family	Q432077
Douas	family	Q66614775
Doubek	family	Q112565752
Doubleday	family	Q5720421
Doubrava	family	Q95375612
Doucet	family	Q102666839
Doucette	family	Q103137750
Douch	family	Q6891138
Doudou Sakhir Thiam	label	Q12889709
Doudová	family	Q112419270
Doug A Bowman	label	Q61827062
Doug Campbell	label	Q118247796
Doug Casey	label	Q5300352
Doug Cutting	label	Q5300398
Doug Edmeades	label	Q21104175
Doug French	label	Q16075099
Doug Gale	label	Q18978003
Doug Hardin	label	Q83426500
Doug Hill	label	Q122889390
Doug James	label	Q97099797
Doug Kammerer	label	Q23018085
Doug Kane	label	Q5300615
Doug Lea	label	Q5300655
Doug Lind	label	Q70114361
Doug Lowe	label	Q112520297
Doug MacEachern	label	Q116172793
Doug Madory	label	Q109255762
Doug Smith	label	Q136764176
Doug Stinson	label	Q3038041
Doug Turner	label	Q5300971
Doug Wolfe	label	Q102116973
Dougall	family	Q14949068
Dougan	family	Q102750734
Dougherty	family	Q102134148
Doughty	family	Q103076160
Douglas	family	Q102082360
Douglas A. Downing	label	Q102443376
Douglas A. Irwin	label	Q1251972
Douglas A. Lawson	label	Q5301184
Douglas A. Lehmann	label	Q102752557
Douglas A. Leonard	label	Q102161948
Douglas A. Reece	label	Q102215534
Douglas A. Ross	label	Q14949624
Douglas A. Samuelson	label	Q89781201
Douglas A. Shackelford	label	Q29018055
Douglas Aghimien	label	Q138632291
Douglas Ainslie	label	Q5301196
Douglas Allchin	label	Q112484610
Douglas Allen	label	Q105638752
Douglas Allen, Baron Croham	label	Q1251985
Douglas Anderton	label	Q29447431
Douglas Arthur Quadling	label	Q100332217
Douglas Austin Hensley	label	Q102135296
Douglas B. Lenat	label	Q559334
Douglas B. Rasmussen	label	Q5301228
Douglas Barker Sears	label	Q102131467
Douglas Bartram Rathbun	label	Q103016218
Douglas Baskins	label	Q50827260
Douglas Bernheim	label	Q1252026
Douglas Bradley Meade	label	Q102196209
Douglas Breeden	label	Q108907049
Douglas Bridges	label	Q38170627
Douglas Burkholder	label	Q102132753
Douglas C. Giancoli	label	Q112386839
Douglas C. Heggie	label	Q61739511
Douglas C. Montgomery	label	Q112393055
Douglas C. Schmidt	label	Q5301297
Douglas Carl Olof Wikström	label	Q103052975
Douglas Cenzer	label	Q102147921
Douglas Clements	label	Q84790229
Douglas Clyde Macintosh	label	Q5301342
Douglas Comer	label	Q2742165
Douglas Copland	label	Q5301358
Douglas D. Davis	label	Q30074662
Douglas D. Purvis	label	Q112460403
Douglas Darrell Evanoff	label	Q41802713
Douglas Den Uyl	label	Q5301409
Douglas Derry	label	Q94834127
Douglas DeWitt Southgate	label	Q105947918
Douglas Diamond	label	Q185871
Douglas Duckworth	label	Q15429224
Douglas E Faries	label	Q90413135
Douglas E Krueger	label	Q5301430
Douglas E. Booth	label	Q124643889
Douglas E. Critchlow	label	Q102219841
Douglas E. Miller	label	Q102186421
Douglas E. Osto	label	Q101320534
Douglas E. Smith	label	Q18058269
Douglas Earl Zongker	label	Q102175656
Douglas Edmonds Carroll	label	Q102379256
Douglas Edward Ensley	label	Q102196113
Douglas Ewart Hamilton	label	Q140525814
Douglas F. Riddle	label	Q112560884
Douglas Faulkner	label	Q24398921
Douglas Fitzgerald Dowd	label	Q5301474
Douglas Fletcher	label	Q102965648
Douglas Ford Cobb	label	Q106636004
Douglas Frank Rall	label	Q102199921
Douglas Fullerton	label	Q56372064
Douglas G. Adler	label	Q37831500
Douglas G. Altman	label	Q5300242
Douglas G. Martinson	label	Q112532471
Douglas G. Steigerwald	label	Q102123248
Douglas Galante	label	Q51882267
Douglas Gale	label	Q30066206
Douglas Gasking	label	Q99600178
Douglas George Chapman	label	Q56742426
Douglas Gilbert Kelly	label	Q102136166
Douglas Gollin	label	Q41805683
Douglas Goodman	label	Q102134791
Douglas Greenhalgh	label	Q107190982
Douglas Greenwald	label	Q5301537
Douglas Groothuis	label	Q5301539
Douglas H. Fisher	label	Q136764220
Douglas H. Wrenn	label	Q138573931
Douglas Hague	label	Q19591267
Douglas Haldane	label	Q28059119
Douglas Haldeman	label	Q1252324
Douglas Hanley	label	Q102949250
Douglas Harding	label	Q2672827
Douglas Hartmann	label	Q113810599
Douglas Hartree	label	Q451770
Douglas Heckathorn	label	Q60173903
Douglas Hergert	label	Q124616133
Douglas Hofstadter	label	Q319308
Douglas Holtz-Eakin	label	Q5301606
Douglas J. Barrett	label	Q5301637
Douglas J. Cumming	label	Q30071057
Douglas James Scalapino	label	Q1252357
Douglas John Foskett	label	Q15994443
Douglas K. Adie	label	Q102705092
Douglas K. Brotz	label	Q126896564
Douglas Kelbaugh	label	Q119985736
Douglas Kellner	label	Q5301680
Douglas Kenneth Pearce	label	Q41800276
Douglas Knoop	label	Q59527953
Douglas Kries	label	Q93232901
Douglas Kruse	label	Q71461228
Douglas LaFountain	label	Q102361790
Douglas Laxton	label	Q30070840
Douglas Lea	label	Q61594973
Douglas Lee Miller	label	Q41804238
Douglas Leon Mills	label	Q61997141
Douglas Lewin	label	Q123528604
Douglas Lewis	label	Q123914336
Douglas M Bates	label	Q57449762
Douglas M. A. Leggett	label	Q113792974
Douglas M. Brown	label	Q55998077
Douglas M. C. MacEwan	label	Q30565569
Douglas M. Hawkins	label	Q102112832
Douglas M. Walker	label	Q42920397
Douglas Mair	label	Q112364829
Douglas McConnaughey Boling	label	Q102392727
Douglas McGregor	label	Q362816
Douglas McIlroy	label	Q92881
Douglas Merrill	label	Q5301809
Douglas Michael Jesseph	label	Q105925520
Douglas Miller	label	Q113802343
Douglas Moggach	label	Q5301821
Douglas Moya	label	Q16492092
Douglas Munn	label	Q3565724
Douglas Mupasiri	label	Q102164849
Douglas Murray Pickrell	label	Q102201453
Douglas N. Arnold	label	Q1252003
Douglas N. Bunn	label	Q103314247
Douglas N. Harris	label	Q136463040
Douglas N. Husak	label	Q102107036
Douglas N. Walton	label	Q1252557
Douglas Napier Clark	label	Q67221700
Douglas Natelson	label	Q87687423
Douglas Nelson	label	Q41805005
Douglas Norman Harris	label	Q102795927
Douglas Northcott	label	Q1252416
Douglas Nychka	label	Q102111927
Douglas Opie Mountfort	label	Q113826693
Douglas Osheroff	label	Q206405
Douglas Parkhill	label	Q5301881
Douglas Peters	label	Q5301888
Douglas Purvis	label	Q41804963
Douglas R. Carroll	label	Q135237582
Douglas R. Farenick	label	Q102167255
Douglas R. Holmes	label	Q112563350
Douglas R. Nelson	label	Q112403148
Douglas Ravenel	label	Q994334
Douglas Reynolds	label	Q5301926
Douglas Richard Grundman	label	Q102331219
Douglas Rimmer	label	Q59529052
Douglas Robert Anderson	label	Q102166300
Douglas Rodrigues da Conceição	label	Q113748276
Douglas Rodrigues Pinto	label	Q105708424
Douglas Ross	label	Q5301949
Douglas Ross Anderson	label	Q102176315
Douglas Rudolph Bey	label	Q102146262
Douglas S Clark	label	Q91376321
Douglas S. Hutchinson	label	Q104585558
Douglas S. McGregor	label	Q120541537
Douglas Samuel Jones	label	Q1252476
Douglas Scott Kurtz	label	Q102149390
Douglas Sherman Robson	label	Q102085691
Douglas Simmonds	label	Q5301977
Douglas Skelton	label	Q125676924
Douglas Skuce	label	Q102124235
Douglas Sloan	label	Q126806563
Douglas Smith	label	Q115864861
Douglas Stanford	label	Q44717823
Douglas Stephen Jungreis	label	Q102184781
Douglas T. Ross	label	Q5302019
Douglas Ulmer	label	Q28408080
Douglas V. Porpora	label	Q47114275
Douglas V. Steere	label	Q5302051
Douglas Van Houweling	label	Q29556221
Douglas W. Allen	label	Q30129382
Douglas W. Caves	label	Q102527779
Douglas W. Elmendorf	label	Q5302066
Douglas W. Jones	label	Q5302068
Douglas W. Mitchell	label	Q59656205
Douglas W. Small	label	Q52414370
Douglas Wai Kok Low	label	Q102243284
Douglas Wall Shrader, Jr.	label	Q102408067
Douglas Watt	label	Q60735355
Douglas West	label	Q5302097
Douglas Wiens	label	Q5302105
Douglas Woolford	label	Q103326433
Douglas Woos	label	Q113667845
Douglas Young Thorson	label	Q102629552
Douglas Zahn	label	Q107488166
Douglas-Hamilton	family	Q21094779
Douglass	family	Q102511699
Douglass Houghton	label	Q5302175
Douglass Matthew Turnbull	label	Q24631614
Douglass North	label	Q243193
Douglass V. Brown	label	Q94274066
Doukas	family	Q58350005
Doull	family	Q6132792
Douma	family	Q4668233
Doumandji	family	Q86914210
Doumer	family	Q88106113
Doumic	family	Q88609891
Dounot	family	Q3026998
Douthwaite	family	Q3888467
Douven	family	Q55955718
Douwes	family	Q1133526
Dov Aharonov	label	Q6858397
Dov Ben-Meir	label	Q2902064
Dov Biegun	label	Q124072299
Dov Chernichovsky	label	Q6821249
Dov Dori	label	Q17612255
Dov Frohman	label	Q718609
Dov Gabbay	label	Q220076
Dov Harel	label	Q102300656
Dov Levin	label	Q2902507
Dov Levine	label	Q1252826
Dov Monderer	label	Q102264387
Dov S. Zakheim	label	Q5302363
Dov Samet	label	Q30073225
Dov Schwartz	label	Q112477122
Dov Tamari	label	Q5302369
Dova	family	Q61718357
Dove	family	Q61697
Dover	family	Q131766972
Dovečar	family	Q12803409
Dovhaliuk	family	Q12101613
Dovi Poznanski	label	Q54196873
Dovier	family	Q55716497
Dovjak	family	Q106363591
Dovydaitis	family	Q1376440
Dovzhik	family	Q133797545
Dow	family	Q102175728
Dowbor	family	Q102365062
Dowd	family	Q102132148
Dowden	family	Q128810339
Dowding	family	Q6384277
Dowds	family	Q102167954
Dowdy	family	Q139486167
Dowek	family	Q3106201
Dowell	family	Q102143586
Dowey	family	Q113170465
Dowker	family	Q5438909
Dowlen	family	Q112491091
Dowling	family	Q102115467
Down	family	Q103284136
Downarowicz	family	Q102234269
Downer	family	Q1239291
Downes	family	Q102277833
Downey	family	Q102626075
Downie	family	Q119168562
Downing	family	Q102443376
Downs	family	Q573170
Dowson	family	Q102288459
Dowżycki	family	Q116205341
Doxey	family	Q138145092
Doxiadis	family	Q620479
Doyal	family	Q6521749
Doyen	family	Q102176022
Doyle	family	Q102193559
Doyle Otis Cutler	label	Q102158567
Doyon	family	Q100605143
Doz	family	Q96081178
Dozie	family	Q19957597
Doçi	family	Q63297228
Doïna Cioranescu	label	Q102290411
Doğa Can Sertbaş	label	Q102111810
Doğa Veske	label	Q113633448
Doğan	family	Q102400069
Doğan Abukay	label	Q5288299
Doğan Dede	label	Q102245395
Doğan Gürsoy	label	Q58924649
Doğan Keleş	label	Q133086456
Doğan Ulus	label	Q130898216
Doğan Yalım	label	Q137549065
Doğan Özlem	label	Q6084354
Doğramacı	family	Q6053390
Doğu Arifler	label	Q102306954
Dołowy	family	Q11749176
Dołęga	family	Q16323893
Dołęgowski	family	Q97371878
Dr Arthur Norman	label	Q26923674
Dr G Neil Martin	label	Q124069468
Dr Gaël Le Roux	label	Q63175346
Dr Len Humphreys	label	Q87195420
Dr Matt Rigby	label	Q64363117
Dr Niraj Lal	label	Q110098465
Dr Ramesh Singh Pal	label	Q105392028
DR Scott	label	Q109855430
Dr Y P Viyogi	label	Q113482539
Dr. Alastair Wells	label	Q139550829
Dr. Alexander Isaacs	label	Q1109347
Dr. Alexandra Köves	label	Q122069143
Dr. Atl	label	Q266092
Dr. Brad Scott	label	Q28008488
Dr. Brijesh Sathian	label	Q56376846
Dr. Chandra	label	Q5304014
Dr. Cobbwell	label	Q111795178
Dr. Crygor	label	Q130354626
Dr. Dometone	label	Q105094267
Dr. Donese Worden	label	Q137126868
Dr. Frank N. Furter	label	Q3751740
Dr. Gary L Harton	label	Q136957201
Dr. Habbitrale	label	Q51836727
Dr. Hadiyah-Nicole Green	label	Q23135326
Dr. Hämsterviel	label	Q55234544
Dr. Ir. Agus Irianto Sumule	label	Q137583663
Dr. Ivan Krank	label	Q60465455
Dr. K. Poulose Jacob	label	Q30643712
Dr. Kruti Lehenbauer	label	Q139589323
Dr. Lena Lappe	label	Q94750326
Dr. M Masrur Reaz	label	Q129003971
Dr. M.V. Ramana Murthy	label	Q114886446
Dr. March	label	Q31297835
Dr. Mashirito	label	Q3714851
Dr. Matthieu Deru	label	Q103294104
Dr. Maynard	label	Q60150099
Dr. Moira Gilchrist	label	Q64211265
Dr. Muhammad Imran Ashraf Usmani	label	Q20565738
Dr. Orchid	label	Q118247311
Dr. Panayiotis Vlamos	label	Q57339468
Dr. Pankaj S. Joshi (Physicist and Cosmologist)	label	Q110092928
Dr. PHILIP K. ADOM	label	Q57906848
Dr. Phineus Phibes	label	Q134425001
Dr. Rajeev Singh	label	Q130475262
Dr. Saleh Mohammad Al Nabit	label	Q5304364
Dr. Satish S.C. Rao	label	Q62571433
Dr. Seema Tyagi	label	Q118455321
Dr. Simon Reddin	label	Q64505983
Dr. Strangelove	label	Q51054366
Dr. V. K. Iya	label	Q99049559
Dr. Verentia Carter	label	Q807595
Dr.Hatwib Mugasa	label	Q111263387
Drabent	family	Q53235142
Drabik	family	Q102339921
Drabiński	family	Q102654322
Drabkin	family	Q102439871
Drabold	family	Q33103792
Drabowicz	family	Q73185809
Drabowski	family	Q9255884
Drach	family	Q112119622
Drachovský	family	Q23001587
Drack	family	Q98947482
Draeger	family	Q23061083
Dragan	family	Q12102343
Dragan Antic	label	Q61131911
Dragan D. Lakićević	label	Q119720277
Dragan D. Mihailović	label	Q27827019
Dragan Dragojlović	label	Q112497160
Dragan Gasevic	label	Q53567967
Dragan Hajduković	label	Q56486567
Dragan Huterer	label	Q89868194
Dragan Jovanovic	label	Q130782340
Dragan Lazukić	label	Q140454992
Dragan Lukman	label	Q48074948
Dragan Maksimović	label	Q112441158
Dragan Malešević Tapi	label	Q1289393
Dragan Marušič	label	Q3710554
Dragan Maršićanin	label	Q2620796
Dragan Miljkovic	label	Q30084381
Dragan Milosevic	label	Q102550167
Dragan Petrović	label	Q16084288
Dragan Poljak	label	Q112532106
Dragan Prole	label	Q112540258
Dragan Radulović	label	Q122573758
Dragan Stoianovici	label	Q135404399
Dragan Veselinov	label	Q5304906
Dragan Vukotic	label	Q102155870
Dragan Vulin	label	Q25686695
Dragan Čavić	label	Q955513
Dragan Černetič	label	Q12787792
Dragan Đurić	label	Q5304917
Dragan Đuričin	label	Q16081767
